,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
1732,The Eaqlia Studio,5312,5.00,2-Hour Skin Revival / Anti-Acne Facial Treatment for 1 Person (2 Sessions),"Purify and cleanse your skin with a 2-hour facial treatment of your choice. Take your pick between a rejuvenating and skin revival facial treatment or an anti-acne bacterial facial. The skin revival facial helps in encouraging hydration while rejuvenating the skin. It also helps in reducing fine lines, wrinkles, and scarring. The anti-acne facial is suitable for most skin types and helps to clear out conditions like acne and hormonal breakouts.",S$196,S$44,78,6,1,['Yishun Central'],2018-01-24T00:00:00.000+08:00,2018-03-02
1733,Gatinnie Expression,4261,4.40,1.5-Hour Full Body Massage + Body Treatment for 1 Person,"Indulge in a relaxing session of 1-hour full body massage of your choice in the hands of friendly masseuse ready to knead away the knots and kinks in your body. Pair the session with a body treatment of your choice from selections such as gua sha, body mask, body scrub, cupping, or more to revitalise your sore and tired body.",S$476,S$28,94,6,1,['Toa Payoh Central'],2017-08-01T00:00:00.000+08:00,2018-03-02
1734,Datsumo Labo,4601,2.50,"SHR Hair Removal for Three (3) Areas (Mini, Classic, and Exclusive Areas) for 1 Person (3 Sessions)","SHR machines are one of the latest hair removal technologies to enter the industry. Now available at Datsumo Labo, you can receive effective hair removal treatments. Choose between mini, classic and exclusive areas and flaunt a smoother and shinier skin complexion with this treatment.",S$972,S$198,80,6,2,"['#04-16, Orchard Central', 'Datsumo Labo@Orchid Hotel']",2017-09-25T00:00:00.000+08:00,2018-03-02
1735,Image365,4591,4.60,Gel Manicure with Return Soak-Off for 1 Person (2 Sessions),Give your nails a trim and colourful sheen with this gel manicure. Gel polishes last longer with minimal chipping and cracks when properly maintained. This package also includes a return soak-off that allows you to return and remove your gel colours within the month.,S$110,S$32,71,6,1,['Serangoon Gardens'],2017-09-29T00:00:00.000+08:00,2018-03-02
1736,De Aurora Beauty,3206,4.10,Lash-by-Lash Eyelash Extensions for 1 Person,Flutter thick and luscious lashes with this lash-by-lash eyelash extensions service. Accompany your treatment with a complimentary eyebrow trimming or shaping session for arches that stay on fleek!,S$108,S$22,80,6,1,['Bugis'],2017-11-03T00:00:00.000+08:00,2018-03-02
1737,Beleaf Beauty,4294,4.40,90-Minute Signature Facial Treatment with Omega Hydro Peel for 1 Person,"Hydrate and refresh your skin with a signature facial treatment from Beleaf Beauty. Additionally, replenish lost moisture in your skin with an omega hydro peel. Leave with softer and more supple skin that radiates a youthful glow.",S$198,S$26,87,6,1,['International Plaza'],2017-11-03T00:00:00.000+08:00,2018-03-02
1738,Hope Beauty,2441,3.40,Gel Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Look professional with trim, polished nails! Get a gel pedicure, using gel polishes that are more chip and crack resistant compared to regular polish, and can last up to 2 weeks with proper care. This beauty salon is situated just a five-minute walk from Bugis MRT Station.",S$189,S$54,71,5,1,['Bugis Cube'],2017-04-22T00:00:00.000+08:00,2018-03-02
1739,Specialist Nail & Beauty Spa,2251,4.00,Men's Anti-Acne / Pigmentation Facial + O2 Deep Pore Cleansing for 1 Person (2 Sessions),"Get the smooth, glowing complexion of your dreams with a facial! Choose between the anti-acne facial, which helps hydrate skin and treat blemishes, or the anti-pigmentation facial, which helps reduce the appearance of acne scars, pigmentations, and fine lines. Oxygen deep pore cleansing unclogs pores and clears out impurities.",S$760,S$50,93,5,1,['Far East Shopping Centre'],2015-10-20T00:00:00.000+08:00,2018-03-02
1740,Jia Le Beauty Salons (JL Beauty Spa),2274,3.70,"90-Minute Customised Facial with Face, Neck, & Shoulder Massage for 1 Person (2 Sessions)","Indulge in a massage that would ease those soreness, aches, and tensions culminating from those long, stressful hours at work. Take a break and let these experience therapist unknot those resilient knots forming, and helping you relax. Walk out feeling rejuvenated and ready to take on the next thing on your to-do list.",S$396,S$50,87,5,1,['Jurong West Central'],2015-10-04T00:00:00.000+08:00,2018-03-02
1741,Ancient Oriental Beauty,2297,0.00,Korean Eyelash Extension for 1 Person,"Be rid of the time wasted daubing your lashes with goopy mascara and get yourself a Korean eyelash extension! Eyelash extensions allow you to have longer, thicker, and darker lashes without the use of makeup.",S$168,S$25,85,5,1,['Holiday Inn Singapore Orchard City Centre'],2017-10-30T00:00:00.000+08:00,2018-03-02
1742,True Shape,953,4.00,1-Session Full Body RF Slimming for 1 Person,"RF treatments can help in slimming body parts and tighten skin. Worry not about the flabs, or the jiggly parts, it could all be treated with RF treatment. ",S$400,S$32,92,5,1,"['#04-03/04, Orchard Shopping Centre']",2017-05-23T00:00:00.000+08:00,2018-03-02
1743,Ancient Oriental Beauty,2297,0.00,Brazilian IPL Hair Removal for 1 Person (3 Sessions),Get your beach body ready for the summer with a Brazilian IPL hair removal treatment! IPL treatments provide a longer lasting hairlessness and finer hair regrowth.,S$750,S$35,95,5,1,['Holiday Inn Singapore Orchard City Centre'],2016-08-02T00:00:00.000+08:00,2018-03-02
1744,De Beaute Beauty & Slimming,2534,3.80,1-Hour TCM Acupressure Gua Sha Face Lift Treatment with Herbal Face Mask for 1 Person (2 Sessions),Sculpt your face and detox your skin with two (2) sessions of a 60-minute Traditional Chinese Medicine (TCM) acupressure gua sha face lift treatment with herbal face mask for one (1) person at De Beaute Beauty & Slimming. Gua sha increase blood circulation and helps to detox the skin as well as give you a sculpted look while the face mask moisturises the skin.,S$476,S$35,93,5,3,"['International Plaza', '01-01/10, Singapore Shopping Centre', 'Roxy Square']",2015-12-18T00:00:00.000+08:00,2018-03-02
1745,IS Beauty,2475,3.70,Small Area Honey Waxing for 1 Person (3 Sessions),Get rid of unwanted fuzz with a simple honey waxing treatment. No hassle for you to remove it at home when you can get it done profesionally!,S$105,S$40,62,5,1,['Tiong Bahru'],2017-03-27T00:00:00.000+08:00,2018-03-02
1746,Ladies Bella,2814,3.50,Gel Manicure with Return Soak-Off for 1 Person (3 Sessions),"Pamper your digits with a gel manicure! Gel nail polish withstands chips and cracks for up to three weeks, while return soak-off helps remove them efficiently. Ladies Bella is conveniently located a 10-minute walk from Bedok MRT Station.",S$195,S$52,73,5,1,['Bedok Central'],2017-04-20T00:00:00.000+08:00,2018-03-02
1747,Live Hair Studio,2692,4.30,L'Oreal Hair Colouring / Highlights for 1 Person,"Change up your hairstyle with a colouring or highlight treatment! Located just a 3-minute walk away from the Orchard MRT station, skilled stylists pamper tresses using L’Oreal hair products.",S$150,S$48,68,5,1,"['#03-12, Far East Plaza']",2017-04-06T00:00:00.000+08:00,2018-03-02
1748,BelleCare,2523,4.20,60-Minute CPL Facial for 1 Person (1 Session),"Cleanse your skin with a series of pampering treatments at the hands of skilled beauticians at BelleCare. Tend to blemishes, uneven skintone, breakouts, and boost your skin's collagen production for a smoother, more supple-looking appearance.",S$198,S$20,90,5,1,['Dhoby Ghaut'],2017-09-13T00:00:00.000+08:00,2018-03-02
1749,Ancient Oriental Beauty,2297,0.00,Korean Eyelash Extension for 1 Person,"Be rid of the time wasted daubing your lashes with goopy mascara and get yourself a Korean eyelash extension! Eyelash extensions allow you to have longer, thicker, and darker lashes without the use of makeup.",S$168,S$25,85,5,1,['Holiday Inn Singapore Orchard City Centre'],2017-10-30T00:00:00.000+08:00,2018-03-02
1750,Jia Le Beauty Salons (JL Beauty Spa),2274,3.70,"90-Minute Customised Facial with Face, Neck, & Shoulder Massage for 1 Person (2 Sessions)","Indulge in a massage that would ease those soreness, aches, and tensions culminating from those long, stressful hours at work. Take a break and let these experience therapist unknot those resilient knots forming, and helping you relax. Walk out feeling rejuvenated and ready to take on the next thing on your to-do list.",S$396,S$50,87,5,1,['Jurong West Central'],2015-10-04T00:00:00.000+08:00,2018-03-02
1751,IS Beauty,2475,3.70,Gel Manicure with Return Soak-Off for 1 Person (3 Sessions),"It's the simple things in life that offer us some joie de vivre. Some get it by primping up their elegant nails to any hues of their choices. Maybe, such is the joy for you too; picking out beautiful colours to be painted onto your nails.",S$195,S$48,75,5,1,['Tiong Bahru'],2017-03-27T00:00:00.000+08:00,2018-03-02
1752,Venus Skin-Aesthetic Institute,2463,3.80,INDIBA® Active Cell Hair and Scalp Treatment + Neck and Shoulder Detox Therapy for 1 Person (1 Session),Repair damaged scalps with a rejuvenating hair and scalp treatment. Give your head a pampering session by indulging in a relaxing scalp massage. Moisturize your scalp with a scalp repair lotion that will provide your hair a healthier place to grow.,S$498,S$18,96,5,1,['Anson'],2017-05-26T00:00:00.000+08:00,2018-03-02
1753,Hope Beauty,2441,3.40,Gel Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Look professional with trim, polished nails! Get a gel pedicure, using gel polishes that are more chip and crack resistant compared to regular polish, and can last up to 2 weeks with proper care. This beauty salon is situated just a five-minute walk from Bugis MRT Station.",S$189,S$54,71,5,1,['Bugis Cube'],2017-04-22T00:00:00.000+08:00,2018-03-02
1754,Ancient Oriental Beauty,2297,0.00,Brazilian IPL Hair Removal for 1 Person (3 Sessions),Get your beach body ready for the summer with a Brazilian IPL hair removal treatment! IPL treatments provide a longer lasting hairlessness and finer hair regrowth.,S$750,S$35,95,5,1,['Holiday Inn Singapore Orchard City Centre'],2016-08-02T00:00:00.000+08:00,2018-03-02
1755,Ancient Oriental Beauty,2297,0.00,Half Leg IPL Hair Removal for 1 Person (12 Sessions),Alleviate yourself from pesky follicles and itchy ingrown hair with an IPL hair removal treatment!,"S$2,160",S$115,95,5,1,['Holiday Inn Singapore Orchard City Centre'],2016-08-02T00:00:00.000+08:00,2018-03-02
1756,Syuen Beauty,2610,4.30,Full Leg IPL Hair Removal for 1 Person (12 Sessions),Alight at the Toa Payah MRT station and a brisk 6-minute walk will bring you to Syuen Beauty for painless sessions of full leg IPL hair removal. The treatment promises longer-lasting hairlessness with finer regrowth.,"S$2,352",S$148,94,5,1,['Toa Payoh Central'],2016-04-17T00:00:00.000+08:00,2018-03-02
1757,Rick & Clare Hair. Beaute,2594,4.30,Brazilian IPL Hair Removal for 1 Person (12 Sessions),"Wave goodbye to unwanted hair with Clare De Beaute's Brazilian IPL hair removal treatment. The sessions are mostly quick and painless, with promising and exciting results of long-lasting hairlessness with finer regrowth.","S$1,296",S$148,89,5,1,['Concorde Hotel Singapore'],2015-09-09T00:00:00.000+08:00,2018-03-02
1758,De Beaute Beauty & Slimming,2534,3.80,1-Hour Sparkle 1 Inner Harmony Healing Massage for 1 Person (1 Session),Don't let the hustle and bustle of the stress of daily life get you down. Feel your inner sparkle and try out this inner harmony healing massage. This massage strives to give you a deep sense of relaxation and rejuvenation from your very core. Let professionals push and pull at your tense muscles as you breathe in the scents of invigorating blends of oil. ,S$360,S$23,94,5,4,"['International Plaza', 'B1-01/10, Singapore Shopping Centre', '01-01/10, Singapore Shopping Centre', 'Roxy Square']",2017-11-30T00:00:00.000+08:00,2018-03-02
1759,IS Beauty,2475,3.70,Small Area Honey Waxing for 1 Person (3 Sessions),Get rid of unwanted fuzz with a simple honey waxing treatment. No hassle for you to remove it at home when you can get it done profesionally!,S$105,S$40,62,5,1,['Tiong Bahru'],2017-03-27T00:00:00.000+08:00,2018-03-02
1760,Ladies Bella,2814,3.50,Gel Manicure with Return Soak-Off for 1 Person (3 Sessions),"Pamper your digits with a gel manicure! Gel nail polish withstands chips and cracks for up to three weeks, while return soak-off helps remove them efficiently. Ladies Bella is conveniently located a 10-minute walk from Bedok MRT Station.",S$195,S$52,73,5,1,['Bedok Central'],2017-04-20T00:00:00.000+08:00,2018-03-02
1761,Live Hair Studio,2692,4.30,L'Oreal Hair Colouring / Highlights for 1 Person,"Change up your hairstyle with a colouring or highlight treatment! Located just a 3-minute walk away from the Orchard MRT station, skilled stylists pamper tresses using L’Oreal hair products.",S$150,S$48,68,5,1,"['#03-12, Far East Plaza']",2017-04-06T00:00:00.000+08:00,2018-03-02
1762,BelleCare,2523,4.20,60-Minute CPL Facial for 1 Person (1 Session),"Cleanse your skin with a series of pampering treatments at the hands of skilled beauticians at BelleCare. Tend to blemishes, uneven skintone, breakouts, and boost your skin's collagen production for a smoother, more supple-looking appearance.",S$198,S$20,90,5,1,['Dhoby Ghaut'],2017-09-13T00:00:00.000+08:00,2018-03-02
1763,Face Secrets,3063,3.50,75-Minute Customised Facial with Neck Mask for 1 Person (3 Sessions),"Cheer up facial woes with Face Secrets' 75-minute customised facial with neck mask. The facial deep cleanses to remove impurities, dirt and clogged sebum without stripping skin of moisture.",S$264,S$50,81,5,1,['Hougang Central'],2016-04-19T00:00:00.000+08:00,2018-03-02
1764,Sassy Hair Studio,2347,3.40,Two-Tone Colouring with Bleaching for 1 Person,"Get yourself a new look with any colour of your choosing to spice up your daily look. Be a red-head, or a blonde, or a brunette, or go beyond the normal colours to add a dash of purple streaks, or just go full headed pink haired. Your choice.",S$688,S$88,87,5,1,['Claymore Connect'],2016-05-09T00:00:00.000+08:00,2018-03-02
1765,My Spa,1052,4.30,Classic Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person,Give your nails a little glam with a classic gel manicure that lasts longer on the nails and you can choose your favourite colour to match your everyday style. The package comes with an additional classic pedicure perfect for open-toed shoes and a return soak-off for removing the gel polish.,S$90,S$32,64,5,1,['Temple Street'],2017-07-19T00:00:00.000+08:00,2018-03-02
1766,True Shape,953,4.00,1-Session Full Body RF Slimming for 1 Person,"RF treatments can help in slimming body parts and tighten skin. Worry not about the flabs, or the jiggly parts, it could all be treated with RF treatment. ",S$400,S$32,92,5,1,"['#04-03/04, Orchard Shopping Centre']",2017-05-23T00:00:00.000+08:00,2018-03-02
1767,Green Beauty Solutions,4183,4.60,"Lash by Lash Treatment, Touch Up and Eyebrow Shaping for 1 Person (1 Session)","Extend your eyelashes and add that extra flutter with a lash by lash eyelash extension treatment. By doing it lash by lash, it helps to give your eyes a more natural look with luscious lashes. Additionally, get beautifully shaped eyebrows that will make you Instagram-ready at any moment of the day.",S$130,S$30,77,5,1,['Clementi Central'],2017-07-25T00:00:00.000+08:00,2018-03-02
1768,Gatinnie Expression,4261,4.40,1.5-Hour Full Body Massage + Body Treatment for 2 People,"Indulge in a relaxing session of 1-hour full body massage of your choice in the hands of friendly masseuse ready to knead away the knots and kinks in your body. Pair the session with a body treatment of your choice from selections such as gua sha, body mask, body scrub, cupping, or more to revitalise your sore and tired body.",S$952,S$54,94,5,1,['Toa Payoh Central'],2017-08-01T00:00:00.000+08:00,2018-03-02
1769,FREE Skin & Body Perfect,3334,4.50,90-Minute Customised Facial with Treatment for 1 Person (2 Sessions),"Find the time to get away from the worries of life and pamper yourself with a customised facial of your choice, accompanied by your selection of an eye, neck, or headache relief treatment to further soothe your tired body.",S$656,S$40,94,5,1,"['#03-19A, The Centrepoint']",2017-08-28T00:00:00.000+08:00,2018-03-02
1770,Indulge Thairapy,5016,4.50,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (2 Sessions),"Pamper your paws and claws with a manicure and pedicure! Feel pretty and polished as you wave your hands around, showing off that new pop of colour.",S$252,S$59,77,5,1,"['#B1-19/20, The Star Vista']",2018-01-03T00:00:00.000+08:00,2018-03-02
1771,Chlitina Beauty,5046,3.90,Classic Mani-Pedi for 1 Person (1 Session),"Grab a mani-pedi and be pampered from your hands to your feet! Have your nails trimmed, buffed, and painted into gleaming works of art that you can flaunt.",S$60,S$20,67,5,1,['Ang Mo Kio Central'],2017-12-05T00:00:00.000+08:00,2018-03-02
1772,Shine Star Hair & Nails,4761,3.30,Hair Colouring / Highlight with Treatment for 1 Person,Change the look of your hair with a fresh coat of colour with this chemical service. Choose between giving your head of hair a completely new hue with a colouring service or accent your locks with a highlighting service. Complete your look with soft and shiny hair from a nourishing hair treatment.,S$167,S$58,65,5,2,"['Sengkang West Way', 'Clementi']",2017-10-26T00:00:00.000+08:00,2018-03-02
1773,Kelyn Esther,2898,3.80,Gel Manicure with Return Soak-Off and Hand Spray for 1 Person (3 Sessions),"Be spoilt for choice with over 500 unique nail colours at Kelyn Esther with their gel manicure with return soak-off and hand spray. Gel polish withstands chips and cracks for up to two weeks, with proper care and maintenance.",S$144,S$48,67,5,1,['Bugis'],2016-12-13T00:00:00.000+08:00,2018-03-02
1774,Nail Indulgence De Beau,2732,4.30,Gel Pedicure with Return Soak-Off for 1 Person (2 Sessions),"Adorn your nails with beautiful chirpy colours of your choosing, or classy muted hues of your choice. Have them paint cutesy characters, or go classic with one design. However you choose, your nails deserves a glamp up session.",S$150,S$42,72,5,1,['Bugis'],2016-01-22T00:00:00.000+08:00,2018-03-02
1775,Shine Star Hair & Nails,4761,3.30,Full Arm / Leg Waxing for 1 Person (1 Session),Flaunt sleeveless tops or mini skirts with confidence with a smooth and hair-free skin surface. Worry no more about unwanted hair accidentally making an appearance with this fulll waxing session.,S$60,S$20,67,5,1,['Sengkang West Way'],2017-10-26T00:00:00.000+08:00,2018-03-02
1776,Glitters House,2930,4.10,Gel Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Gloss up your nails with a gel pedicure! Choose from over 800 in-house colours, including organic gel polish imported from Europe. Gel polish is longer-lasting and chip-resistant, while return soak-off helps remove the polish safely.",S$240,S$56,77,5,1,['Yishun Central'],2016-08-22T00:00:00.000+08:00,2018-03-02
1777,Revive Beauty (Hillview),3320,4.30,Hands On Lymphatic Drainage (HLD) Signature Facial for 1 Person (New Customers Only),Boost your facial radiance with this lymphatic drainage facial that improves blood flow and drains toxins from your face.,S$280,S$35,88,5,1,['Hill V2'],2017-04-01T00:00:00.000+08:00,2018-03-02
1778,Daisy Nails.Face.Body,4704,4.40,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (2 Sessions),Bring a burst of colour into your life with a gel mani and classic pedi! Polish your paws with a new colour that will turn heads.,S$120,S$54,55,5,1,['Toa Payoh Central'],2017-10-12T00:00:00.000+08:00,2018-03-02
1779,Daisy Nails.Face.Body,4704,4.40,Gel Manicure with Return Soak-Off for 1 Person (1 Session),Bring a burst of colour into your life with a gel mani! Polish your paws with a new colour that will turn heads.,S$45,S$18,60,5,1,['Toa Payoh Central'],2017-10-12T00:00:00.000+08:00,2018-03-02
1780,Fabulous Aesthetics,2286,4.20,Indoor Tanning for 1 Person (1 Session),"Get your tan on without fear of burning or uneven patches. Lay back and relax with an indoor tanning session, and walk away as deliciously toasted as you want!",S$56,S$12,79,5,1,['The Bencoolen'],2017-05-15T00:00:00.000+08:00,2018-03-02
1781,FREE Skin & Body Perfect,3334,4.50,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (2 Sessions),"Take extra care of your talons and try out a new manicure and pedicure! Choose a colour to match your outfit for a big day or night, or just choose a colour that makes you smile. Whatever you choose, you're sure to turn heads when you wave your polished paws!",S$372,S$60,84,5,1,['Tanjong Pagar'],2017-10-20T00:00:00.000+08:00,2018-03-02
1782,De Beaute Beauty & Slimming,2534,3.80,Localised LPG Endermologie Treatment with Thermal Slimming Wrap for 1 Person (10 Sessions),"An LPG Endermologie treatment stimulates dormant cell activity to reduce the appearance of wrinkles, saggy skin, resistant fat, cellulite appearance and more. Get ten (10) sessions of localised LPG endermologie treatment with ten (10) sessions of thermal slimming wrap for one (1) person from De Beaute Beauty & Slimming to experience this treatment for yourself.",S$900,S$388,57,5,4,"['International Plaza', 'B1-01/10, Singapore Shopping Centre', '01-01/10, Singapore Shopping Centre', 'Roxy Square']",2015-11-16T00:00:00.000+08:00,2018-03-02
1783,Little 2 Bosses,2933,4.00,Davines Hair Treatment for 2 People,"Treat your tresses with a little TLC with this hair treatment! Using Davines, an award-winning hair care brand from Italy, smoothing treatment detangles and moisturises hair to keep it soft and frizz-free, as well as gives hair more volume, elasticity, and silkiness. This nourishing, revitalising, and fortifying treatment is suitable for scalp and for dry, brittle hair.",S$450,S$74,84,5,1,['Orchard Road'],2016-03-13T00:00:00.000+08:00,2018-03-02
1784,SlenderWorkz,3188,3.90,Aqua Facial with Eye Treatment for 1 Person (1 Session),"Bid goodbye to dry, dull skin with SlenderWorkz's aqua facial with eye treatment. The facial hydrates skin to prevent sagging, loss of tone, wrinkles and fine lines while deep cleansing to remove impurities and excess oil.",S$180,S$18,90,5,1,['Bugis'],2016-06-25T00:00:00.000+08:00,2018-03-02
1785,House of Wax & Nails,3709,4.10,3-Session Gel Mani with Classic Pedi and Return Soak-Off for 1 Person,"Jazz up your nails with any colour of your choice. You can go with a mix hue of pastels, and bright colours, or simply stick to one colour. Spice up your personality with some glam nails.",S$252,S$85,66,5,1,['Centropod@Changi'],2017-05-19T00:00:00.000+08:00,2018-03-02
1786,Dollhouse Nails,981,4.40,Gel Manicure with Return Soak-Off + OPI Classic Pedicure + Sea Salt Foot Scrub for 1 Person (2 Sessions),"Get pretty, pampered nails with a gel mani and OPI polish classic pedi! Whatever colour you choose, you'll be turning heads everytime you wave your hands. This package comes with a return soak-off and foot scrub, too!",S$196,S$74,62,5,2,"['#B1-08, CityLink Mall', 'Towner Road']",2017-11-08T00:00:00.000+08:00,2018-03-02
1787,Ceramique Aesthetics,4623,4.20,1.5-Hour Korean Aesthetics Vitalising Facial for 1 Person (1 Session),"Liven up and rejuvenate dull complexions with this 1.5-hour treatment at Ceramique Aesthetic. The session begins with a double cleansing to rid your face of superficial impurities, followed by a microdermabrasion, that clears the deeper layers of your skin. Included in this package is an option between three medical grade treatment: hydrating cool injection, antioxidant infusion, and PDT light therapy. You will leave Ceramique with radiant, supple, and smooth-looking skin.",S$380,S$28,93,5,1,['New Bridge Road'],2017-10-03T00:00:00.000+08:00,2018-03-02
1788,Japan IPL Express,2215,4.30,Leg IPL Hair Removal for 2 People,Forget about shaving or waxing away your pesky leg hair. Remove your leg hair at Japan IPL Express for a fuss free experience. Say goodbye to your hairy legs and flaunt your smooth legs to everyone after your treatment. ,S$712.80,S$80,89,5,8,"['Esplanade MRT Station', 'Holland Village MRT Station', 'Boon Lay MRT Station', 'Somerset MRT Station', ' #B1-69,Raffles Place', '#01-21, Pasir Ris Central', '#02-16, AMK Hub', 'B2-26, NEX']",2018-01-22T00:00:00.000+08:00,2018-03-02
1789,The Skin Clinique,4415,4.40,Classic Gel Manicure with Return Soak-Off for 1 Person (3 Sessions),Doll up your nails with a pampering classic gel manicure session. Pick and choose the colour of your choice from a wide variety of colours available from the bright tones to the muted hues. Receive beautifully shaped and painted nails with this treatment that will add an elegant touch to your look.,S$174,S$52,70,5,1,['Bedok'],2017-08-30T00:00:00.000+08:00,2018-03-02
1790,JYUNKA,4013,4.60,SUGAR Hair Removal for Two (2) Large Areas for 1 Person,"Attend to bristly body hair with the help of a SUGAR hair removal treatment. Compared to your standard hair removal treatment, SUGAR hair removal utilises more natural ingredients to remove hair down to the roots and to exfoliate your skin.",S$80,S$48,40,5,1,"['#02-05, Pacific Plaza']",2017-06-28T00:00:00.000+08:00,2018-03-02
1791,House of Wax & Nails,3709,4.10,Gel Mani with Classic Pedi and Return Soak-Off for 1 Person,"Jazz up your nails with any colour of your choice. You can go with a mix hue of pastels, and bright colours, or simply stick to one colour. Spice up your personality with some glam nails.",S$84,S$30,64,5,1,['Centropod@Changi'],2017-05-19T00:00:00.000+08:00,2018-03-02
1792,Posh Wellness,3264,3.60,1-Hour Hair Scalp Treatment for 1 Person (1 Session),The scalp is often an overlooked part of the head that does not receive the treatment it deserves. Revitalise your scalp and hair with a nourishing treatment that helps to promote healthier hair growth. Leave with a healthier scalp and better hair growth with this treatment.,S$160,S$28,83,5,1,"['#02-314/315/316, Marina Square']",2017-10-04T00:00:00.000+08:00,2018-03-02
1793,The Prestige Eyebrow & Lash Specialist,3562,4.20,Underarm IPL Hair Removal for 2 People (12 Sessions),"Carefree hair free days are near as you step into The Prestige Eyelash Pte Ltd for the underarm IPL hair removal session. IPL hair removal results in longer lasting hairlessness with finer regrowth, and is less painful than other conventional hair removal methods!","S$2,400",S$70,97,5,2,"['#02-488, Suntec City', '#03-08, Pacific Plaza']",2016-10-15T00:00:00.000+08:00,2018-03-02
1794,Slim Fit,983,4.20,One (1) Bamboo Slimming Treatment for 1 Person,"Trim away excess fats and reduce cellulite with this bamboo slimming treatment. This treatment also improves lymphatic drainage and blood circulation. Silicium, which is a naturally active ingredient in bamboo helps in firming up the skin and reducing cellulite. Additionally, the movement of the bamboo on the body helps to break down fats under the skin and relieves the muscles. It also helps to purify and energize the body.",S$600,S$19,97,5,1,['Stamford Road'],2017-05-26T00:00:00.000+08:00,2018-03-02
1795,Kels Nails,3313,4.10,Gel Manicure and Pedicure with Return Soak-Off for 1 Person (3 Sessions),"Add a pop of colour instantly to your outfit with bright hues from a gel mani-pedi. Gel colours last longer with minimal chipping and cracking, so flaunt your talons to their fullest for days to come.",S$330,S$90,73,5,1,['West Coast Drive'],2016-11-13T00:00:00.000+08:00,2018-03-02
1796,Gatinnie Expression,4261,4.40,1.5-Hour Full Body Massage + Body Treatment for 2 People,"Indulge in a relaxing session of 1-hour full body massage of your choice in the hands of friendly masseuse ready to knead away the knots and kinks in your body. Pair the session with a body treatment of your choice from selections such as gua sha, body mask, body scrub, cupping, or more to revitalise your sore and tired body.",S$952,S$54,94,5,1,['Toa Payoh Central'],2017-08-01T00:00:00.000+08:00,2018-03-02
1797,Nail Street,4678,5.00,Gel Manicure + Return Soak-Off for 1 Person (1 Session),"Spruce up your cuticles with long-lasting gel manicure at Nail Street. Be the subject of envy among your peers with this offer now at Nail Street, and flaunt those darling vibrant hues that neatly decorate your nails to them. This package comes complete with a return soak-off service for gel polish removal.",S$58,S$18,69,5,1,['Balestier Road'],2017-10-12T00:00:00.000+08:00,2018-03-02
1798,Japan Hair Growth Consultants ,4788,4.20,1-Hour Gamma Hair Regrowth Therapy for 1 Person (2 Sessions),"Regain confidence as well as hair with this gamma hair regrowth therapy. Incorporating procedures like far-infrared steam treatment, ozone irradiation treatment, scalp massage, and more, this treatment seeks to help restore a fuller head of hair. Say goodbye to hiding under caps and headgear and show off your luscious locks with this treatment.",S$336,S$42,88,5,1,['Raffles Place'],2017-11-08T00:00:00.000+08:00,2018-03-02
1799,Kawaii Five,909,3.90,Lash-by-Lash Extension + Eyebrow Shaping for 1 Person (2 Sessions),Get a lash-by-lash extension for your eyelashes to achieve a natural fluttery look that enhances the eyes. Couple up the session with eyebrow shaping by enthusiastic beauticians that customises it based on your face shape.,S$196,S$48,76,5,1,['Hougang '],2017-07-31T00:00:00.000+08:00,2018-03-02
1800,Indulge Thairapy,5016,4.50,Gel Manicure with Return Soak-Off + Classic Pedicure for 1 Person (2 Sessions),"Pamper your paws and claws with a manicure and pedicure! Feel pretty and polished as you wave your hands around, showing off that new pop of colour.",S$252,S$59,77,5,1,"['#B1-19/20, The Star Vista']",2018-01-03T00:00:00.000+08:00,2018-03-02
1801,Infinite Beauty House,5115,4.20,90-Minute Customised Facial with Treatment for 1 Person (1 Session),"Unearth your skin's natural beauty and suppleness with the help of a 60-minute customised facial. Choose from a jade or crystal ball facial to boost your skin's collagen production, unclog pores, and even out skin tone for a sleeker complexion. Combine that with a face treatment to tend to fine lines, wrinkles, and dark circles with your choice of an eye or neck treatment.",S$206,S$22,89,5,1,['Ang Mo Kio Central'],2017-12-26T00:00:00.000+08:00,2018-03-02
1802,Chlitina Beauty,5046,3.90,Classic Mani-Pedi for 1 Person (1 Session),"Grab a mani-pedi and be pampered from your hands to your feet! Have your nails trimmed, buffed, and painted into gleaming works of art that you can flaunt.",S$60,S$20,67,5,1,['Ang Mo Kio Central'],2017-12-05T00:00:00.000+08:00,2018-03-02
