,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
554,Guo Se Tian Xiang,2125,4.40,$50 Cash Voucher for Hunan Chinese Cuisine,"Spicy and sour, Hunan cuisine packs a punch of flavour that will dazzle your senses as it is believed that chili keeps you warm in the winter while the vinegar helps to keep your body cool in the summers. Enjoy a Hunan cuisine meal with friends and family at Guo Se Tian Xiang for your fix of Hunan cuisine.",S$50,S$35,30,30,1,['100 AM Shopping Centre'],2017-10-26T00:00:00.000+08:00,2018-03-02
555,JPOT,2395,4.40,VivoCity: (Mon - Thu) $50 Lunch Cash Voucher for JPOT Hotpot,"Tempt taste buds with a wide variety of live seafood, such as grouper, lobster, clams, and more in individual hot pots with 9 different soup bases at this restaurant by the award-winning JUMBO Group of Restaurants. Complement your meal with personalised dipping sauces made from 16 sauce bases and condiments, and take your palate on a gastronomic journey like no other.",S$50,S$35,30,30,1,"['#01-53,VivoCity']",2018-02-27T00:00:00.000+08:00,2018-03-02
556,The Pizzerian,4360,4.40,Two (2) 14-Inch Pizza + Four (4) Sides + Four (4) Drinks for 4 People,"Grab your friends or family and dig into two 14-inch pizzas with a variety of toppings to choose from. The toppings available are BBQ, chicken pesto, Mediterranean, and more. Enjoy a choice of 4 sides which include 6 pieces of chicken nuggets, garlic bread, and caesar salad. This meal also comes with 4 complimentary soft drinks.",S$76,S$56.90,25,30,1,['Our Tampines Hub'],2017-08-16T00:00:00.000+08:00,2018-03-02
557,The Rabbit Hole,2602,3.70,Italian Cuisine Meal with Cold-Pressed Juice for 1 Person,"Classic Italian dishes can never go wrong - savour tomato or cream sauce pasta with herb chicken or honey garlic chicken at The Rabbit Hole. Down all the goodness into your tummy with your choice of freshly cold-pressed juice, providing your meal with additional health benefits!",S$19,S$13.30,30,30,1,['One Raffles Place Shopping Mall'],2017-02-25T00:00:00.000+08:00,2018-03-02
558,CoolMan,3999,4.60,Two (2) Gelato Milkshakes,"Beat the heat and treat your buddy with a pair of gelato milkshakes from Coolman. Choose from flavours like cocoa peanut butter, banana vanilla, and mighty berry vanilla to quench your thirst and cool off from the midday sun.",S$9.20,S$6.50,29,30,1,"['#02-K12, Downtown East']",2017-09-05T00:00:00.000+08:00,2018-03-02
559,BonJapan Station,2008,2.80,Three (3) 375ml Bundaberg Drinks,"Always on the go and crave for a quick alcohol fix, but refuse to resort to conventional canned drinks? This Bundaberg drink is your way to go! Conveniently packaged so you can carry the Bundaberg goodness wherever you go, now you'll never have to worry about not being able to satisfy your immediate alcohol needs.",S$13.50,S$5.90,56,29,1,"['#B1-38, Dhouby Ghaut XChange']",2016-12-14T00:00:00.000+08:00,2018-03-02
560,Cucina Restaurant & Catering,2036,4.10,$60 Cash Voucher for A La Carte Dishes,"Are you in a group who can decide what to eat? Give Cucina Restaurant a go for they serve up a variety of fares from the Italian, Chinese, Malay, and Thai cuisine. Some of the delicacies you may feast on at the restaurant include pizza, pasta, noodles, soup, and plenty more.",S$60,S$29.90,50,29,1,"['#02-10, Aperia Mall']",2017-11-07T00:00:00.000+08:00,2018-03-02
561,Yellow Cup Coffee,1121,4.40,$10 Cash Voucher for Western Cuisine and Coffee / Tea,"Enjoy a Cash Voucher worth $10 at only $7! Treat yourself to Yellow Cup Coffee's menu items at great value, including coffee, tea, sandwiches, pasta, waffles, etc. ",S$10,S$7,30,29,1,['Shenton'],2016-09-01T08:00:00.000+08:00,2018-03-02
562,Dulukala,1673,3.90,Weekday Dinner Set for 4 People,"Wind down with delectable Peranakan dishes at Dulukala Peranakan Restaurant to satiate that hunger pang of yours. End your day by treating yourself and your loved ones to dishes such as Asam Pedas, Ngoh Hiang, and more.",S$95,S$61.50,35,29,1,['Beauty World Centre'],2017-10-18T00:00:00.000+08:00,2018-03-02
563,Myra's,2658,4.30,3-Course Mexican & North Indian Meal with Drinks for 4 People,"Savour the delights of both Mexican and Indian cuisine with a 3-course set lunch. Choose from starters like vegetarian nachos and samosa chaat, to main courses like chicken vindaloo, butter chicken with naan bread, or quesadillas, burritos, and more.",S$159.20,S$91.20,43,29,1,['East Coast Beach'],2016-09-14T00:00:00.000+08:00,2018-03-02
564,Rong Hua Bak Kut Teh,3165,4.20,Four (4) Signature Stewed Pork Belly Lotus Buns + Two (2) Pots of Kung Fu Tea,"Do you find yourself hungry even though you already had lunch? Then, have a light snack in the late afternoon with some delicious stewed pork belly lotus buns from Rong Hua Bak Kut Teh. Then wash it down with tea that comes in a variety of flavours, such as pu er, jasmine tea, tie guan yin, and green tea.",S$21,S$11.50,45,29,2,"['#02-201, Marina Square', '#B1-23, Waterway Point']",2017-08-22T00:00:00.000+08:00,2018-03-02
565,Master Wang,4999,3.80,6-Piece Original Xiao Long Bao Set with Black Chicken Teapot Soup for 1 Person,Bite into flavourful dumplings at Master Wang with this Xiao Long Bao set. Each dumpling is brimming with a rich broth and tender portions of meat that delights tastebuds. Accompany your dumplings with sips of Black Chicken Herbal Soup from a teapot for a truly authentic experience.,S$24,S$12.90,46,29,1,"['#B1-51, Northpoint']",2018-01-17T00:00:00.000+08:00,2018-03-02
566,Thai Connection,4949,4.00,$100 Cash Voucher for Thai Cuisine,"Tantalise your taste buds with the aromatic and robust flavours of Thai cuisine. Spend this $100 cash voucher at Thai Connection and feast on some classic Thai favourites like tom yum, basil beef, pineapple fried rice, green curry, and more. Leave the restaurant with a satisfied palate and belly.",S$100,S$60,40,27,1,['Siglap'],2017-11-22T00:00:00.000+08:00,2018-03-02
567,#Foodcoholic,3044,4.20,2-Course Western Meal with Drink for 2 People,"Indulge in a 2-course meal where you have many options to choose from. Have your pick of fries, masala fries, or onion rings to start your meal. Then, move on to the wide array of scrumptious mains such as beef burgers, pasta, or wraps to fill in that appetite of yours. Wash it down with the delectable drinks selections that are available.",S$57.80,S$33.80,42,27,1,['Boat Quay'],2017-04-01T00:00:00.000+08:00,2018-03-02
568,New Generation Confectionery,3558,4.00,One (1) 650g Mango Cake,"Mango lovers – this one’s for you! Pick one of these cakes up from just around the corner from Ang Mo Kio Secondary School, featuring layers of mango slices glazed and layered atop a round cake, before further topped with an assortment of fruits such as kiwi, cherry, strawberry, and more.",S$32,S$22,31,27,1,['Ang Mo Kio Central'],2016-04-30T00:00:00.000+08:00,2018-03-02
569,Lang Nuong Vietnam,1788,4.10,$25 Vietnamese BBQ Cash Voucher,"Explore the culinary world of Vietnamese BBQ with this voucher of $25 at Lang Nuong Vietnam. Tantalise your taste buds with some of the dishes on their menu such as pork chop rice, BBQ pork rice noodles, sweet and spicy gong gong, and many more. With this offer, you need not travel that far to experience the flavours of Vietnam.",S$25,S$15,40,26,1,['Foch Road'],2017-10-13T00:00:00.000+08:00,2018-03-02
570,Amara Sanctuary Resort Sentosa (Shutters),3172,4.00,Weekend High Tea Buffet for 4 People,"Alleviate midday hunger pangs with a high tea buffet at this award-winning signature restaurant! Feast on smoked salmon tartlets, mini burger samplers, and local delights including Singapore Laksa, dim sum, and mee goreng kampung. ",S$131.84,S$107.20,19,26,1,['Amara Sanctuary Resort'],2018-01-04T00:00:00.000+08:00,2018-03-02
571,Peace Japanese Cuisine,4975,4.40,Two (2) Negitoro Fatty Don for 2 person,Soothe your cravings for Japanese cuisine and save up during date night in one sweep with this offer. Feast together on two scrumptiuous bowls of Negitoro Fatty Tuna Don for the price of one.,S$50,S$25,50,26,1,"['#01-01, The Splendour']",2017-11-23T00:00:00.000+08:00,2018-03-02
572,Casuarina Curry,5049,4.50,One (1) Large Chicken Masala,Are you a big eater? Put your stomach to the test with this large chicken masala! You certainly won't find this poultry paltry.,S$8,S$4,50,26,1,['Upper Thomson'],2017-12-06T00:00:00.000+08:00,2018-03-02
573,The Batter Affair,4815,4.40,One (1) Brownie with Ice Cream + One (1) Tea for 1 Person,Sweeten up your day with a package of delightful treats from The Batter Affair. Start off with a velvety brownie before savouring a soothing ice cream and ending the meal with a warm cup of tea.,S$7.30,S$5.50,25,26,1,"['#02-09, *SCAPE']",2018-01-02T00:00:00.000+08:00,2018-03-02
574,Ice Creamlicious,1913,4.00,Lava Cake with Ice-Cream for 1 Person,"Let the glutton out of you with this criminally sinful plate of Lava Cake of your choice, oozing out sweet goodness topped off with a scoop of ice-cool ice cream. Try it out, you won’t regret it. ",S$12.80,S$9.80,23,26,2,"['Ice Creamlicious - Bishan Central', 'Ice Creamlicious - Clementi ']",2016-11-16T00:00:00.000+08:00,2018-03-02
575,UNICE,5375,4.50,One (1) Fruit Tea for 1 Person,"Cool from the blazing heat of Singapore's weather with a refreshing ice cold beverage in the form of fruit tea! With a variety of inventive flavours to choose from such as dragonfruit tea, Ali mountain oolong fruit tea, and more, you'd be craving for more.",S$4.50,S$2.90,36,26,1,"['#B2-135, Northpoint']",2018-02-14T00:00:00.000+08:00,2018-03-02
576,Cake Avenue,1763,3.90,Pasta or Baked Rice for 1 Person,Satisfy the carb monster in you at Cake Avenue with this offer! Choose one of their pasta or baked rice of your choice – you know you want to.,S$15.90,S$11.90,25,25,1,['Kismis Place'],2016-09-01T08:00:00.000+08:00,2018-03-02
577,Gum Gang Won Korean Fusion Restaurant,3970,3.70,Korean BBQ Set for 4 People,"Say ""annyeong"" to a delightful spread of Korean barbecue dishes from Gum Gang Won Korean Fusion Restaurant. Cook up pork belly and prawns, and stick your chopsticks into sizzling pork and chicken bulgogi.",S$98.80,S$52,47,25,1,['Chinatown'],2017-06-14T00:00:00.000+08:00,2018-03-02
578,Just Dough,4974,4.60,Pumpkin Soup with Mantou and Drink for 1 Person,"Chicken soup isn't the only thing to warm up the soul. If you're not one for meaty meals, then try your hand at a wholesome pumpkin soup set, accompanied by a freshly-baked mantou bun to dip in it. Have your choice of a hot or cold drink to go with your meal, too!",S$10.40,S$7.90,24,25,1,"['#B1-169, Suntec City']",2018-01-11T00:00:00.000+08:00,2018-03-02
579,Talay Kata,5334,3.40,Shabu-Shabu Lunch Buffet for 1 Person,"Feast on an array of dishes at Talay Kata with this shabu-shabu lunch buffet. Talay Kata’s Thai Shabu-Shabu buffet concept offers a wide selection of buffet spread with meaty choices ranging from cube / cheek beef, smoked duck, pork belly to juicy seafood such as white clams, mussels, and dory fish.",S$23.40,S$16.90,28,25,1,"['#08-04/05, Orchard Central']",2018-01-26T00:00:00.000+08:00,2018-03-02
580,Pu Tien Chor Huat Seafood,2032,3.90,9-Course Seafood Meal for 6-8 People Weekend and PH ,"Escape the city hustle and bustle, bringing your clan over to Pu Tien Chor Huat Seafood for a scrumptious 9-course seafood meal, designed for a complete table of 6-8 people. From classic Chinese seafood dishes of crabs, prawns and fish to Germany Style Pig Trotters, as well as an array of their signature dishes, they are prepared to delight you with the freshness and goodness plate after plate.",S$298,S$188,37,24,1,['Macpherson Road'],2017-05-12T00:00:00.000+08:00,2018-03-02
581,Istanblue Mezze & Grill,2051,4.00,$40 Cash Voucher for Turkish Cuisine,"Virtually transport yourself to Turkey with a trip to Istanblue Mezze & Grill House, serving well-known Turkish dishes cooked traditionally over a charcoal fire. Try out fan favourites such as hellim izgara (grilled goat cheese), and beyti kebab, with minced lamb or chicken wrapped in a Turkish flatbread and served with homemade sauce.",S$40,S$24,40,24,1,['Rochor'],2018-01-04T00:00:00.000+08:00,2018-03-02
582,British Indian Curry Hut,1477,4.10,$80 Cash Voucher for Indian Cuisine,"Gather your friends or family and head over to British Indian Curry Hut to enjoy a variety of Indian delicacies available in their menu with this $80 cash voucher. Try their spicy, aromatic curry, or opt for their tapas and tandoori. If you are a vegetarian, have a go at their malai mushroom tikka, methi broccoli kebab, or vegetable tandoori platter. Complement your meal with drinks and some desserts like kulfi pista, rasmalai, or chocolate brownies.",S$80,S$49.90,38,24,1,['Holland Village'],2017-10-19T00:00:00.000+08:00,2018-03-02
583,Pita Bakery,1088,4.20,Hummus Pita Set for 2 Person,"Savour this Middle Eastern appetiser of hummus. Hummus is a dip that originates from the Middle East and is usually eaten with pita bread. Hummus consists of chickpeas or other beans and is mixed together with tahini, olive oil, lemon juice, salt, and garlic.",S$23.40,S$16,32,24,1,['Bali Lane'],2017-06-05T00:00:00.000+08:00,2018-03-02
584,Snaffle's,4059,4.30,Two (2) 10-Piece Boxes of Snaffle's Hokkaido Nama Chocolate,"Celebrate the little things and take away two boxes of nama chocolate by Snaffle's, famed for its Hokkaido desserts that are handmade using quality ingredients in Japan. Sink your teeth into each square of these smooth ganache chocolate – made using more cream than your regular chocolates to give a velvety texture – that is infused with flavours such as earl grey tea, brandy, franboise (raspberry), or coffee.",S$32,S$26.90,16,24,1,['International Plaza'],2017-08-25T00:00:00.000+08:00,2018-03-02
585,Yi Jia South Village,5321,4.30,Prosperity Salmon Yusheng for 10 People,"Raise your chopsticks to the air and mix your way into the new year with this prosperity salmon yusheng. Filled with various types of vegetables and topped with sauces, yusheng is usually eaten right before the feast. As you toss your yusheng high into the air, greet relatives with well wishes and phrases that centre around wealth and prosperity.",S$63.80,S$39.80,38,24,1,['Macpherson Road'],2018-01-24T00:00:00.000+08:00,2018-03-02
586,Yummo Chow,5384,3.90,$100 Cash Voucher for Western Food,"Chow down some scrumptious Western delights from Yummo Chow with this cash voucher. Take your pick between meat, seafood dishes, pastas, burgers, and more.",S$100,S$49.90,50,24,1,"['13 Purvis St, Hotel Nuve Heritage']",2018-02-05T00:00:00.000+08:00,2018-03-02
587,Bodacious Bar & Bistro,1905,4.20,(Mon - Fri) One (1) Dozen Oysters,"Sate your seafood cravings with some oysters at Bodacious Bar & Bistro with this offer. Savour its fresh oceanic flavours within the warm, contemporary confines of the bistro or the fresh outdoors with al fresco dining. Complement it with a touch of lemon and taste a new experience of flavour with those seafood.",S$46.20,S$26.40,43,23,1,['Buona Vista'],2017-09-13T00:00:00.000+08:00,2018-03-02
588,Crab at Bay,2012,4.30,$120 Cash Voucher for Seafood and More,"Satiate your appetites with an array of seafood from Crab at Bay. With an extensive menu that boasts of Chinese cooked-style seafood, you are in for a treat as you pick and choose your selected dishes. Besides seafood, they also offer other dishes like venison, chicken, frog meat, vegetables, and more.",S$120,S$72,40,23,1,['Macpherson Road'],2018-01-19T00:00:00.000+08:00,2018-03-02
589,Place to R.E.A.D.,1119,4.10,$100 Cash Voucher for A la Carte Greek Fusion Cuisine,"Conjure up fond memories of Zorba the Greek with this $100 cash voucher to spend on the vibrant flavours of Greek fusion cuisine. Head over to Place to Read and sup on classic dishes like moussaka, beef souvlaki, yemitsa, crispy pork belly, and plenty more!",S$100,S$65,35,23,1,['46A Prinsep Street'],2017-09-13T00:00:00.000+08:00,2018-03-02
590,The Pipe District,2055,4.50,$50 Cash Voucher for European Cuisine,"If you're a fan of the delicacies of European cuisine, then try out some of the goodies at The Pipe District. Nosh on slices of Scottish salmon, salted egg chicken wings, smoked duck pizza, and German BBQ baby back ribs with this $50 cash voucher.",S$50,S$29,42,23,1,"['#01-09/10, Gemini']",2018-01-02T00:00:00.000+08:00,2018-03-02
591,Brothers in Fine Food,2072,4.30,BFF Lunch / Dinner Set Meal for 1 Person,"Mealtimes can be difficult times when friends fight over where and what to eat, or even worse, no one answers you when you ask what to eat. Your BFF is here to help you. Let Brothers in Fine Food serve you up a gourment lunch or dinner set meal, featuring one (1) starter, one (1) main course and one (1) beverage. You'll never be at a loss for choice again.",S$36,S$30,17,23,1,"[' #02-07, Tampines West Community Club']",2017-01-06T00:00:00.000+08:00,2018-03-02
592,Wang Ji 268 Seafood Restaurant,2648,3.60,$50 Cash Voucher for Crab and Seafood,"Dig into an array of meat, rice, and noodle dishes while keeping wallets padded with this cash voucher. Signature dishes include salted egg yolk pork ribs, assam fish head, Sri Lankan crabs cooked in black pepper sauce, and more.",S$50,S$30,40,23,1,['Lavender'],2017-09-18T00:00:00.000+08:00,2018-03-02
593,Munch Roasts & Salads,5114,4.40,Sandwich Combo with Soup + Iced Tea for 1 Person,"Dig into the delights of a hearty sandwich, and pick out your choice of filling like BLT, vegetarian, tuna Swiss melt, and more. Complete this meal with a slurp of soup and a thirst-quenching iced tea.",S$12.50,S$8.70,30,23,1,"['#02-226A/B, Marina Square']",2018-01-10T00:00:00.000+08:00,2018-03-02
594,Old Hong Kong Kitchen,3318,3.90,"8-Course Abalone, Seafood, and Dim Sum Set for 5 People","Have a grand time dining on dim sum and signature Cantonese delights. Feast through an 8-course meal in a restaurant specialising in authentic Hong Kong cuisine featuring dim sum platter with shrimp and duck dumplings, Hakka-style roasted chicken, fresh crab meat, steamed and stewed fish fillet, and more, located just above Novena MRT.",S$349,S$174,50,23,1,['Novena'],2016-03-08T00:00:00.000+08:00,2018-03-02
595,The Bravery Cafe,2612,4.60,$20 Cash Voucher for Western Cuisine and Artisan Coffee,"Take a quick break for some handcrafted artisanal coffee, and fill your tummy with some appetising Western food available at The Bravery Cafe. Crunch on rose and pistachio mini meringues, vegetarian flatbread pizza, tiger prawn aglio olio, and more, and share the happiness with your loved ones alike.",S$20,S$12,40,22,1,['Lavender'],2016-12-02T00:00:00.000+08:00,2018-03-02
596,Jjigae Jjigae,5411,4.60,Beauty Collagen Jjigae Set,"Maintaining a youthful look does not only rely on physical treatments but also what you feed your body. Indulge in this Beauty Collagen jjigae set from Jjigae Jjigae that is said to encourage youthful radiance, increased levels of energy, and a metabolic boost. Pick your base from options like yuzu salt, doenjang, or kimchi gochujang. Then, enjoy a meat of your choosing from choices that include pork, beef, or seafood.",S$49.30,S$29.90,39,22,1,['Raffles Xchange'],2018-02-12T00:00:00.000+08:00,2018-03-02
597,Just Dough,4974,4.60,Crab Soup with Mantou + Drink for 1 Person,"Chicken soup isn't the only thing to warm up the soul. If you're not one for meaty meals, then try your hand at a wholesome crab soup set, accompanied by a freshly-baked mantou bun to dip in it. Have your choice of a hot or cold drink to go with your meal, too!",S$17.40,S$13.90,20,22,1,"['#B1-169, Suntec City']",2018-01-11T00:00:00.000+08:00,2018-03-02
598,Cucina Restaurant & Catering,2036,4.10,8-Course International Catering for Additional Person,"Savour the flavours from many different cultures with this offer of an international catering from Cucina Restaurant & Catering. With this package, you shall be given a variety of dishes which includes rice, noodle, or pasta dish, appetisers, vegetables, and main course dishes. So gather up your friends and family and feast to your heart's content.",S$28.80,S$12.50,57,21,1,"['#02-10, Aperia Mall']",2017-11-07T00:00:00.000+08:00,2018-03-02
599,Chimichanga,1269,4.40,$10 Cash Voucher for Burritos and Chimichanga,"Satiate your cravings for Mexican cuisine with this cash voucher from Chimichanga. Indulge in burritos, burrito bowls, or chimichanga - dubbed the burrito's golden and crispy cousin by Chimichanga.  ",S$10,S$6.50,35,21,1,['36 Dunlop Street'],2018-01-26T00:00:00.000+08:00,2018-03-02
600,The Grumpy Bear,3103,3.90,One (1) Grumpy Bear Platter + Two (2) Drinks,"Feast the Grumpy Bear platter that includes fries, onion rings, Tori chicken, corn tortilla, and nuggets served with a choice of ketchup or chilli sauce. Get two drinks along with this meal that's perfect for a chilling session with a friend. 
",S$31.70,S$15.80,50,21,1,['Thomson Plaza'],2017-08-02T00:00:00.000+08:00,2018-03-02
601,The Rabbit Hole,2602,3.70,Large Bowl of Salad Craft with Tea or Coffee for 2 People,Take charge of your own healthy meal with a large bowl of salad craft with tea or coffee at The Rabbit Hole. Pick a base and top it off with up to 5 toppings and a homemade dressing for an added touch of flair and an extra layer of flavour profile!,S$28,S$18,36,21,1,['One Raffles Place Shopping Mall'],2016-08-29T00:00:00.000+08:00,2018-03-02
602,Oriental Ice Bistro,3164,4.50,$10 Cash Voucher for International Cuisine,"Pizzas, tortilla wraps, lasagnas, bingsus, and cendols are amongst some of the scrumptious food offered at Oriental Ice Bistro. If you feel your tummy grumbling, you know what to feed it. Make your way to Oriental Ice Bistro for a delightful time.",S$10,S$5,50,21,1,['Rangoon Road'],2017-09-26T00:00:00.000+08:00,2018-03-02
603,Le Rida,1806,4.10,Mediterranean Lunch Set for 2 People,"Kick palates up a notch with the fiery and aromatic Mediterranean cuisine with this lunch set by Le Rida. Choose from adas soup, fattoush salad, mixed lamb and chicken kebab with rice, fish mendi, and more.",S$32,S$13.90,57,21,1,['Bukit Timah'],2018-01-15T00:00:00.000+08:00,2018-03-02
604,+Sixty6,1159,4.30,$80 Cash Voucher for Thai Cuisine,"Savour the sweet and sour all at once with a cash voucher for sumptuous Thai food at +Sixty6. Dunk spoons into steaming bowls of tom yam, twirl forks around savoury mango salads, or dig into full plates of rice and basil chicken with egg. Find it all here!",S$80,S$56,30,20,1,['Rochor'],2016-09-01T00:00:00.000+08:00,2018-03-02
605,Shiraz Authentic Persian Cuisine,1395,4.10,$60 Cash Voucher for Persian Cuisine,"Delight in a spread of sumptuous Persian flavours with a cash voucher at Shiraz Mazzeh. Dine on signature grilled dishes like their shandiz kebab, pomegranate meigu, tabouleh, nad so much more.",S$60,S$36,40,20,1,"['#01-06, Clarke Quay']",2017-02-12T00:00:00.000+08:00,2018-03-02
606,Prince of Tampines,4820,4.60,Two (2) Freshly-Made Smoothies,"Grab two refreshing smoothies for a quick little pick-me-up. Choose between chocolate, fruity, signature, synergy, or coffee smoothies. Share the joy with a friend or spoil yourself with two all for yourself!",S$10,S$5,50,20,1,"['#01-16, Blk 119 Aljunied Ave 2']",2017-12-26T00:00:00.000+08:00,2018-03-02
607,The Central Thai,4948,4.00,$50 Cash Voucher for Thai Cuisine,"Immerse your taste buds in the wonderful flavours of authentic Thai cuisine with this cash voucher of $50 at The Central Thai restaurant. Sample some Thai favourites like Tom Yum, Som Tam, and Pineapple Fried Rice or try the fanciful other dishes available in the menu such as the Signature Tom Yum Crab Bee Hoon , Steamed Seabass in Spicy Lemon Sauce , Butter Prawns, and many more.",S$50,S$30,40,20,1,['1300 East Coast Beach'],2017-11-22T00:00:00.000+08:00,2018-03-02
608,Pink Maison,5217,4.80,One (1) 1kg Whole Artisanal Cake,"Celebrating a special occasion and need a cake to complete it? Indulge in an artisanal cake that comes in three different flavours to choose from - chocolatey chocolate, caramelicious, and Miss strawberry.",S$55,S$29,47,20,1,"['#B1-50, The Promenade @ Pelikat']",2018-01-15T00:00:00.000+08:00,2018-03-02
609,iCrepe,4409,4.30,Two (2) Sweet Crepes with Toppings + Two (2) Thai Milk Teas,"Savour the sweeter things in life with this offer for two (2) sweet crepes and two (2) Thai milk teas. Top your delectable bites with three toppings per crepe from a choice of 31 toppings, including salted caramel, Azuki beans, whipped cream, chocolate chips, marshmallows, Nutella, and more.",S$19.40,S$15,23,20,4,"['Kensington Square', '#01-40, Far East Plaza', 'Viva Biz Park', 'Tiong Bahru Plaza']",2017-08-29T00:00:00.000+08:00,2018-03-02
610,Sanmo,4961,4.70,Two (2) Hot / Cold Coffee or Chocolate,"Brave dreary early morning with a good freshly-brewed coffee with this offer at Sanmo. If you're not a coffee person, you may opt for the chocolate beverage instead. Some of the options you may choose from with this offer include espresso, americano, mocha, double chocolate, orange chocolate, and more.",S$11.80,S$6.50,45,20,1,['Clifford Centre'],2017-11-22T00:00:00.000+08:00,2018-03-02
611,M Hotel Singapore (Café 2000),2261,4.20,(Fri - Sat) Crab and Seafood Extravaganza with Live BBQ Dinner Buffet for 1 Child,Satisfy your seafood cravings with a generous spread of seafood with a live barbecue that will leave your mouth watering for more.,S$52.96,S$31.77,40,19,1,"['Café 2000, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
612,CoolMan,3999,4.60,Two (2) Smoothies,"Beat the heat and treat your buddy with a pair of smoothies from Coolman. Quench your thirst and cool off from the midday sun with these sweet treats in flavours like Tropical Papaya Perfection, Mango Madness, Coco Mint, and more!",S$11.20,S$7.50,33,19,1,"['#02-K12, Downtown East']",2017-09-05T00:00:00.000+08:00,2018-03-02
613,Marble Slab Creamery,3666,4.30,Two (2) 1kg Standard Ice Cream Cakes with Choice of 4 Flavours,"Bringing together the two epitomes of dessert - cake and ice cream- add some panache to your celebrations with this 1kg ice cream cake from Marble Slab Creamery. The cake is made from scratch, while the ice cream is hand-churned for a creamy texture that leaves tastebuds sighing in delight. Flavours available include Chocolate Covered Strawberries, Willy Wonka, Cookies' N Cream, and Cookie Dough Drizzle.",S$119.80,S$89.80,25,19,2,"['#01-55, Kallang Wave Mall', '#B1-42, The Star Vista']",2017-05-04T00:00:00.000+08:00,2018-03-02
614,Olive Bakery At Sengkang,2762,4.20,"One (1) 8"" Oreo Philadelphia Cheesecake","Cake is suitable for all occasions; dinner parties, birthdays, welcoming parties, and much more. Get scrumptious cake for your happy occasions, or just to savour it in the comfort of your own home. You don't really need an excuse to eat cake, just eat it.",S$64,S$37.90,41,19,3,"['Sumang Outlet', 'Edgedale Plains Outlet', 'Fernvale Outlet']",2017-04-04T00:00:00.000+08:00,2018-03-02
615,Munch Roasts & Salads,5114,4.40,"$30 Cash Voucher for Salads, Sandwiches, Rosti, and More","Munch on a selection of savoury treats with healthy sidekicks when you spend this $30 cash voucher at Munch Roasts & Salads. Make your own grain or salad bowl, or dig into a protein dish with helpings of veggies on the side.",S$30,S$21,30,19,1,"['#02-226A/B, Marina Square']",2018-01-10T00:00:00.000+08:00,2018-03-02
616,Pita & Salad,5350,2.70,Two (2) Gourmet Salads for 2 People,"Swoop by into the cosy perks of a coffee shop and feast on gourmet salads made fresh by Pita & Salad. With either options of chargrilled chicken salad or chickpea salad, find its nutritious benefits take you on wholesome journey of flavours.",S$8,S$4,50,19,1,['120 Neil Road'],2018-01-26T00:00:00.000+08:00,2018-03-02
617,Ducatus Cafe,5286,4.50,Two (2) Cups of Artisanal Coffee,"Java junkies can get their fix and fuel up on their favourite bittersweet drink with two (2) of Ducatus Cafe's artisanal coffees. Boost your caffeine levels with drinks like a flat white, espresso, long black, mocha, and Vietnamese coffee. Can't decide on which one to have? Have one of each!",S$11,S$5,55,19,1,"['#01-01, Oxley Tower']",2018-01-19T00:00:00.000+08:00,2018-03-02
618,Parallel,5419,4.90,One (1) Regular Acai Bowl and Specialty Coffee for 1 Person,"Want to start eating healthy? Begin your healthy eating with an acai bowl from Parallel. Packed with nutrition and healthy ingredients, acai bowls serves as a delicious and nutritious meal. Pair your acai bowl with a specialty coffee of your choice.",S$13.90,S$9.50,32,19,1,"['#B1-34, One Raffles Place']",2018-02-19T00:00:00.000+08:00,2018-03-02
619,Fancy Delight,5158,0.00,$15 Cash Voucher for Pastries,"Treat yourself to some delightful pastries from Fancy Delight with this cash voucher. While you are at it, pick out a variety of flavoured egg tarts that are Fancy Delight's signature. Great for gifts for family and friends or for your own indulgence!",S$15,S$9,40,19,1,['Fancy Delight'],2017-12-26T00:00:00.000+08:00,2018-03-02
620,OParl Café,2496,4.00,3-Course Pasta Meal with Drink for 4 People,"Dig in by the forkful with this 3-course meal that couples a bowl of creamy pasta with a soup of the day, a dessert of your choice, and cooling beverage to wash it all down.",S$170,S$84,51,18,1,['The Art House'],2016-11-21T00:00:00.000+08:00,2018-03-02
621,Bodacious Bar & Bistro,1905,4.20,3-Course Western Dinner Set for 1 Person,"Savour the delights of flavours from all around the world with this 3-course dinner set at Bodacious Bar & Bistro. Whet your appetite with dishes of Wagyu beef carpaccio, Japanese-style tuna tataki, or duck liver pate, and then fill up with a hearty meal of squid ink risotto, Iberico pork ribs, and plenty more!",S$43,S$25.80,40,18,1,['Buona Vista'],2017-09-13T00:00:00.000+08:00,2018-03-02
622,Der Biergarten,1137,3.80,$50 Cash Voucher for A la Carte German Cuisine,"Celebrate the grand old tradition of German beer gardens and spend this $50 cash voucher on some quintessential German delights. Grab platters of roasted pork knuckle, sausages, chicken schnitzel, and bar bites like Bavarian pasta spatzle with cheesy ham, and more!",S$50,S$32.50,35,18,1,['48 Prinsep Street'],2017-09-11T00:00:00.000+08:00,2018-03-02
